,spec100,spec250,spec500,spec1000,spec2000,spec3000
aboard,-0.0016886187098953055,-0.004219409282700422,-0.008431703204047217,-0.016891891891891893,-0.033783783783783786,-0.05
abode,-0.00303951367781155,-0.007594936708860759,-0.01517706576728499,-0.030405405405405407,-0.060810810810810814,-0.08
abodes,-0.0010131712259371835,-0.002531645569620253,-0.00505902192242833,-0.010135135135135136,-0.02027027027027027,-0.03
abominable,-0.003145809198195398,-0.007864260705628871,-0.015708837957994787,-0.03134820867379007,-0.06308836926814455,-0.09275862068965518
abominably,-0.0010131712259371835,-0.002531645569620253,-0.00505902192242833,-0.010135135135135136,-0.02027027027027027,-0.03
abomination,-0.0016886187098953055,-0.004219409282700422,-0.008431703204047217,-0.016891891891891893,-0.033783783783783786,-0.03
abominations,-0.0013508949679162446,-0.0033755274261603376,-0.006745362563237774,-0.013513513513513514,-0.02027027027027027,-0.04
abortive,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
abound,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
abounded,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
abounding,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
abounds,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
about,-0.0009243673734646018,0.02966154951072808,0.03681684041085387,-0.001728472658705238,-0.049271181293653155,-0.01172413793103444
aboute,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.006756756756756757,-0.013513513513513514,-0.02
above,-0.023382323458614032,-0.048891282879971285,-0.08115993407941133,-0.10197988686360782,-0.08912845429699368,-0.01586206896551723
abraham,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
abreast,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
abroad,-0.0013132206062612096,-0.0033037076936888402,-0.009404223516786754,-0.024041483343808928,-0.013665350744002436,-0.04379310344827586
abrupt,0.0006942846647856396,0.001723673579315917,0.003463705350298942,0.007306725329981143,0.013437594898269054,0.021724137931034483
abruptly,-0.0006189359414755695,-0.0015800341143729253,-0.00309960907557872,-0.010920804525455692,-0.02717886425751595,-0.07379310344827586
abruptness,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.006756756756756757,-0.013513513513513514,-0.02
absconded,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
absence,0.003065078423220324,0.006158542059430831,0.008446075425417754,0.022627278441231927,0.04684178560583055,0.06586206896551725
absences,-0.00010629552038384795,-0.000269323996768112,-0.0005317721907097958,-0.0009428032683846642,-0.0022775584573337393,-0.002758620689655173
absent,-0.00357099127973079,-0.00894155669270132,-0.01783592672083397,-0.03174104336895035,-0.05192833282720924,-0.08379310344827587
absented,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
absolute,0.010069818665224276,0.025065086632552292,0.04741395830139507,0.09223758642363293,0.14811721834193742,0.21482758620689657
absolutely,0.011564683515179402,0.028781757787952243,0.04350950482906639,0.07047454431175362,0.11433343455815365,0.19206896551724137
absolved,0.0005691519635742744,0.0028368794326241137,0.005681818181818182,0.005813953488372093,0.011235955056179775,0.034482758620689655
absorb,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.006756756756756757,-0.013513513513513514,-0.02
absorbed,0.007649240928888298,0.01905018403806446,0.02965468342787061,0.05531112507856693,0.10552687518979653,0.11241379310344829
absorbing,-0.0005503147827467568,-0.001382529850076308,-0.002749885022229035,-0.005263984915147707,-0.011311873671424236,-0.015517241379310348
absorbingly,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
absorption,-0.0010131712259371835,-0.002531645569620253,-0.00505902192242833,-0.010135135135135136,-0.02027027027027027,-0.03
absorptive,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
abstract,0.0004816936240179437,0.0011850255857796931,0.00240016096887935,0.005421118793211815,0.011160036440935314,0.02896551724137931
abstracted,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
abstraction,0.003077188039466585,0.007666756441332256,0.0153591139046451,0.025691389063482086,0.06065897358032189,0.05896551724137931
abstractions,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
abstractly,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
abstruse,0.00035656092280657845,0.0008797917227758327,0.003463705350298942,0.007306725329981143,0.013437594898269054,0.021724137931034483
abstruseness,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
absurd,0.0015137020307826447,0.0037525810216356955,0.007550206959987737,0.016106222501571336,0.029076829638627386,0.04793103448275862
absurdities,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
absurdity,0.0004628564431904264,0.0011491157195439449,0.002309136900199295,0.004871150219987429,0.008958396598846036,-0.002758620689655173
absurdly,0.00012513270121136525,0.00030523386300386045,0.0006227962593898517,0.0014927718416090502,0.0022016398420892785,0.004482758620689656
abt,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
abundance,-0.001332057787088727,-0.003339617559924589,-0.006654338494557719,-0.012963544940289128,-0.02710294564227149,-0.038275862068965515
abundant,-0.0014571904883000926,-0.0036448514229284494,-0.0072771347539475695,-0.014456316781898178,-0.029304585484360768,-0.032758620689655175
abundantly,-0.0002125910407676959,-0.000538647993536224,-0.0010635443814195917,-0.0018856065367693284,-0.004555116914667479,-0.005517241379310346
abuse,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
abuses,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
abusing,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
abutted,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.006756756756756757,-0.013513513513513514,-0.02
abutting,-0.0010131712259371835,-0.002531645569620253,-0.00505902192242833,-0.010135135135135136,-0.013513513513513514,-0.02
abysmal,-0.002701789935832489,-0.006751054852320675,-0.013490725126475547,-0.02702702702702703,-0.05405405405405406,-0.08
abyss,-0.015547401747283071,-0.03215728521411258,-0.060875938985129545,-0.10496543054682589,-0.15563316125113877,-0.1920689655172414
abysses,-0.007961399925458586,-0.01906813897118233,-0.03301299248811896,-0.052011313639220624,-0.07895535985423627,-0.08379310344827587
abyssinian,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
abyssward,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
academic,-0.0016886187098953055,-0.004219409282700422,-0.008431703204047217,-0.016891891891891893,-0.033783783783783786,-0.05
academies,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
academy,0.004446920188210347,0.009659754017416287,0.01935459144565384,0.0281269641734758,0.02019435165502581,0.031724137931034485
acanthus,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accaount,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accede,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
accelerate,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accelerated,0.0022766078542970974,0.005673758865248227,0.011363636363636364,0.023255813953488372,0.0449438202247191,0.05172413793103448
accelerating,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.005813953488372093,0.011235955056179775,0.017241379310344827
acceleration,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
accent,-0.0011194667463210312,-0.0028009695663883645,-0.005590794113138126,-0.007699560025141421,-0.015791071970847254,-0.022758620689655173
accents,-0.0025766572346211237,-0.006445820989316814,-0.012867928867085697,-0.02553425518541798,-0.04509565745520802,-0.06551724137931035
accentuate,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accentuated,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accentuation,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accept,-0.0007817430043419703,-0.0019570877098482806,-0.0039044534723286827,-0.007699560025141421,-0.009034315214090496,-0.022758620689655173
acceptance,-0.0004440192623629091,-0.0011132058533081964,-0.0022181128315192393,-0.004321181646763043,-0.009034315214090496,-0.012758620689655172
acceptation,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accepted,0.0002502654024227305,0.0014543495825478057,0.002931933159589147,0.006363922061596479,-7.591861524446075e-05,-0.015517241379310348
accepting,-0.0004440192623629091,-0.0011132058533081964,-0.0022181128315192393,-0.004321181646763043,-0.009034315214090496,-0.012758620689655172
access,-0.004834427908090704,-0.012083669988329293,-0.024140541162042003,-0.04824010056568197,-0.09011539629517158,-0.12275862068965518
accessible,-0.002026342451874367,-0.005063291139240506,-0.01011804384485666,-0.02027027027027027,-0.04054054054054054,-0.06
accession,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accessions,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accessories,-0.0010131712259371835,-0.002531645569620253,-0.00505902192242833,-0.010135135135135136,-0.02027027027027027,-0.02
accessory,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
accident,0.013234465044247192,0.03296525720441691,0.06037291123716082,0.1125078566939032,0.2043729122380808,0.2303448275862069
accidental,0.001263436628359914,0.003142113295627974,0.006304614441208034,0.013120678818353236,0.02467354995444883,0.03896551724137931
accidentally,0.002739464297487524,0.006822874584792172,0.013672773263835657,0.0281269641734758,0.053902216823565136,0.08344827586206896
accidents,0.001263436628359914,0.003142113295627974,0.006304614441208034,0.013120678818353236,0.02467354995444883,0.03896551724137931
acclamation,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accommodate,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accommodated,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accommodating,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accommodation,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.0
accompanied,0.00562289847701393,0.012568453182511896,0.025218457764832135,0.040854808296668765,0.10545095657455207,0.13137931034482758
accompany,0.002970892519082737,0.007397432444564145,0.014827341713935306,0.03056253928346952,0.04714546006680838,0.056206896551724145
accompanying,0.00012513270121136525,0.00030523386300386045,0.0006227962593898517,0.0014927718416090502,0.0022016398420892785,0.004482758620689656
accomplice,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accomplices,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accomplish,0.004109196446231286,0.010234311877188257,0.017668250804844396,0.03637649277184161,0.05838141512298815,0.0906896551724138
accomplished,0.00701146780658521,0.016859682197683815,0.026995822474321633,0.05978944060339409,0.06718797449134527,0.11862068965517242
accomplishing,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
accomplishment,0.001707455890722823,0.00425531914893617,0.008522727272727272,0.01744186046511628,0.033707865168539325,0.05172413793103448
accomplishments,-0.0013508949679162446,-0.0033755274261603376,-0.006745362563237774,-0.013513513513513514,-0.02702702702702703,-0.04
accord,0.001707455890722823,0.00425531914893617,0.008522727272727272,0.01744186046511628,0.033707865168539325,0.05172413793103448
accordance,0.005353795893763682,0.013340515306580482,0.026722750268281463,0.04894720301697046,0.09436683874886122,0.1279310344827586
accorded,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
according,-0.009418590413758678,-0.02271299039411078,-0.04366280852368542,-0.0630892520427404,-0.10825994533859704,-0.13655172413793104
accordingly,0.0016388347319940093,0.004057814884639554,0.008173003219377587,0.017598994343180387,0.026799271181293646,0.03793103448275861
accost,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accosted,0.001707455890722823,0.00425531914893617,0.008522727272727272,0.01744186046511628,0.033707865168539325,0.05172413793103448
account,0.016925206973524343,0.03639464942993088,0.07361930860033727,0.11785040854808296,0.15889766170665048,0.16896551724137931
accounted,0.0025080360758923106,0.006248316725020199,0.01251820481373601,0.025691389063482086,0.04942301852414212,0.07620689655172415
accounting,0.0022766078542970974,0.005673758865248227,0.011363636363636364,0.01744186046511628,0.0449438202247191,0.05172413793103448
accounts,-0.0034646957593469415,-0.010934554268785347,-0.018458722980223823,-0.036612193588937775,-0.06764348618281203,-0.08827586206896554
accoutrements,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accredited,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
accretions,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accrue,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accruing,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
acct,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accts,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accumulate,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
accumulated,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.0033783783783783786,-0.013513513513513514,-0.01
accumulating,0.0008005801851694876,0.0019929975760840293,0.0039954775410087386,0.008249528598365807,0.015715153355602793,0.024482758620689653
accumulation,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accumulations,0.0004628564431904264,0.0011491157195439449,0.002309136900199295,0.004871150219987429,0.008958396598846036,0.014482758620689654
accumulative,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
accuracy,0.0020640168135294015,0.005135110871712003,0.01030009198221677,0.021370207416719043,0.04038870331005162,0.07344827586206897
accurate,0.0010508455875922183,0.0011850255857796931,0.00240016096887935,0.005421118793211815,0.008882477983601575,-0.018275862068965525
accurately,0.0024017405555084624,0.005978992728252088,0.011986432623026214,0.024748585795097422,0.04714546006680838,0.07344827586206897
accursed,-0.009543723114970041,-0.023018224257114642,-0.04597194542388472,-0.08390949088623507,-0.15100212572122684,-0.20551724137931032
accursedly,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.006756756756756757,-0.013513513513513514,-0.02
accusation,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
accuse,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.006756756756756757,-0.013513513513513514,-0.02
accusers,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
accustomed,0.0007319590264406751,0.0017954933117874123,0.0036457534876590536,0.008406662476429919,0.013285757667780132,0.02517241379310345
accustomedness,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
acetous,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
acetylene,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.0033783783783783786,-0.006756756756756757,-0.01
ached,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
acherontic,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
achieved,-0.002026342451874367,-0.005063291139240506,-0.01011804384485666,-0.016891891891891893,-0.033783783783783786,-0.05
achievement,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
achievements,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
achilles,0.0011383039271485487,0.0028368794326241137,0.005681818181818182,0.011627906976744186,0.02247191011235955,0.034482758620689655
aching,-0.0016886187098953055,-0.004219409282700422,-0.008431703204047217,-0.016891891891891893,-0.033783783783783786,-0.05
acid,-0.0012257622667048791,-0.0022264117066163928,-0.002749885022229035,-0.005263984915147707,-0.004555116914667479,-0.012758620689655172
acids,-0.0010131712259371835,-0.002531645569620253,-0.00505902192242833,-0.010135135135135136,-0.013513513513513514,-0.03
acidulous,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
acknowledge,0.0019388841123180363,0.004829877008708143,0.00967729572282692,0.019877435575109993,0.03818706346796234,0.05896551724137931
acknowledged,0.0004628564431904264,0.0011491157195439449,0.002309136900199295,-0.0009428032683846642,-0.0022775584573337393,0.014482758620689654
acknowledging,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
acknowledgment,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
acolyte,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
acoustic,-0.0013508949679162446,-0.0033755274261603376,-0.006745362563237774,-0.013513513513513514,-0.02702702702702703,-0.04
acquaint,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
acquaintance,0.004803481111016925,0.011957985456504176,0.018291047064234248,0.03786926461345066,0.06058305496507743,0.07793103448275862
acquaintances,0.0010320084067647008,0.0011491157195439449,0.002309136900199295,0.004871150219987429,0.008958396598846036,0.014482758620689654
acquainted,0.005122367672168469,0.01276595744680851,0.022727272727272728,0.040697674418604654,0.07865168539325842,0.08620689655172414
acquainting,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
acquiesce,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
acquiesced,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.006756756756756757,-0.013513513513513514,-0.02
acquiescence,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
acquire,-0.0013508949679162446,-0.0033755274261603376,-0.006745362563237774,-0.013513513513513514,-0.02702702702702703,-0.04
acquired,0.0035588816634845285,0.008851782027111949,0.017759274873524453,0.0311125078566939,0.07629820832068022,0.10965517241379309
acquirement,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,0.007241379310344827
acquirements,0.0002314282215952132,0.0005745578597719724,0.0011545684500996476,0.0024355751099937144,0.004479198299423018,-0.01
acquires,0.0005691519635742744,0.0014184397163120568,0.002840909090909091,0.005813953488372093,0.011235955056179775,0.017241379310344827
acquiring,-0.0006754474839581223,-0.0016877637130801688,-0.003372681281618887,-0.006756756756756757,-0.013513513513513514,-0.02
acquisition,-0.00010629552038384795,-0.000269323996768112,-0.0005317721907097958,-0.0009428032683846642,-0.0022775584573337393,-0.002758620689655173
acquisitions,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
acre,-0.00010629552038384795,-0.000269323996768112,-0.0005317721907097958,-0.0009428032683846642,-0.0022775584573337393,-0.002758620689655173
acres,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
acrid,-0.002470361714237276,-0.006176496992548702,-0.0123361566763759,-0.021213073538654936,-0.036061342241117525,-0.04275862068965517
acropolis,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,-0.0033783783783783786,-0.006756756756756757,-0.01
across,-0.026141970449845335,-0.06031062034293923,-0.10977981756860342,-0.19131049654305468,-0.3246279987853022,-0.34310344827586214
acrost,-0.00033772374197906115,-0.0008438818565400844,-0.0016863406408094434,0.0,-0.006756756756756757,-0.01
act,0.002564547618374862,0.006356046323727445,0.012791277019776177,0.021527341294783148,0.01548739750986941,0.012413793103448284
acted,-0.0005503147827467568,-0.001382529850076308,-0.002749885022229035,-0.005263984915147707,-0.011311873671424236,-0.015517241379310348
acting,-0.0012257622667048791,-0.0030702935631564767,-0.006122566303847922,-0.012020741671904464,-0.02482538718493775,-0.05275862068965518
action,0.004241056712023907,0.0011311607864260692,0.001259964740150235,0.0029069767441860517,-0.005010628606134243,-0.04137931034482756
actions,0.00423432914744265,0.0077026663075680036,0.012609228882416067,0.02380578252671276,0.04486790160947464,0.03620689655172414
